fname,label
201402200654_50,D
201402200654_56,E
201402200654_54,E
201402200654_57,H
201402200654_58,H
201402210913_59,E
201402210913_54,E
201402210913_56,E
201402210913_60,A
201402210913_57,D
201402220536_59,E
201402220536_54,E
201402220536_56,E
201402220536_60,D
201402230526_53,D
201402230526_54,E
201402230526_56,E
201402230526_59,E
201402240526_61,E
201402240526_54,E
201402240526_59,E
201402240526_63,A
201402240526_56,E
201402250451_54,E
201402250451_56,E
201402250451_63,C
201402250451_61,E
201402250451_62,D
201402260450_56,D
201402260450_63,H
201402260450_67,H
201402260450_66,D
201402260450_64,H
201402260450_62,D
201402260450_61,E
201402260450_57,D
201402260450_54,F
201402260450_59,E
201402270703_62,D
201402270703_70,H
201402270703_66,D
201402270703_63,H
201402270703_61,E
201402270703_59,D
201402270703_69,D
201402270703_65,H
201402270703_54,F
201402280556_70,D
201402280556_63,D
201402280556_65,E
201402280556_69,D
201402280556_61,E
201402280556_59,B
201402280556_68,E
201402280556_66,D
201403010558_68,E
201403010558_59,A
201403010558_66,H
201403010558_69,E
201403010558_61,E
201403010558_65,E
201403010558_70,D
201403010558_63,D
201403010558_62,B
201403020911_71,A
201403020911_65,E
201403020911_62,B
201403020911_70,D
201403020911_68,E
201403020911_61,D
201403020911_63,H
201403020911_66,H
201403030517_63,C
201403030517_66,H
201403030517_70,D
201403030517_65,E
201403030517_72,D
201403030517_61,D
201403030517_68,E
201403030517_62,D
201403041004_72,D
201403041004_70,D
201403041004_68,E
201403041004_62,D
201403041004_65,E
201403050753_72,D
201403050753_70,D
201403050753_65,E
201403050753_75,D
201403060449_70,D
201403060449_65,E
201403060449_75,D
201403060449_78,C
201403060449_76,H
201403060449_68,F
201403060449_72,D
201403070534_75,D
201403070534_65,E
201403070534_78,D
201403070534_72,D
201403070534_79,H
201403070534_68,C
201403070534_76,D
201403070534_70,A
201403080710_75,A
201403080710_68,H
201403080710_72,D
201403080710_76,D
201403080710_78,D
201403090509_76,D
201403090509_68,H
201403090509_72,E
201403090509_80,D
201403100657_72,E
201403100657_81,D
201403100657_80,D
201403110514_81,D
201403110514_76,A
201403110514_80,E
201403110514_72,E
201403121200_81,D
201403121200_82,H
201403121200_80,E
201403130532_76,D
201403130532_81,D
201403140701_83,F
201403140701_81,D
201403140701_84,D
201403140701_77,C
201403150602_80,E
201403150602_77,H
201403150602_85,A
201403160610_80,E
201403160610_85,D
201403160610_87,C
201403160610_82,B
201403170514_87,C
201403170514_80,F
201403170514_85,D
201403170514_86,H
201403170514_82,D
201403170514_88,H
201403180706_80,E
201403180706_82,D
201403180706_90,H
201403180706_86,H
201403180706_87,A
201403190447_86,H
201403190447_90,D
201403190447_91,H
201403190447_89,E
201403190447_87,D
201403190447_82,D
201403210507_87,D
201403210507_92,H
201403210507_86,A
201403210507_89,D
201403210507_83,H
201403210507_93,D
201403210507_90,D
201403220543_96,H
201403220543_87,E
201403220543_83,H
201403220543_93,E
201403220543_94,A
201403220543_95,H
201403220543_92,H
201403220543_89,D
201403230442_89,D
201403230442_86,H
201403230442_92,C
201403230442_93,D
201403230442_94,A
201403230442_97,D
201403230442_87,F
201403230442_96,A
201403240456_96,H
201403240456_98,D
201403240456_93,E
201403240456_97,D
201403240456_87,H
201403240456_92,C
201403240456_89,D
201403250420_93,E
201403250420_94,A
201403250420_92,H
201403250420_97,D
201403250420_96,A
201403250420_87,H
201403250420_89,E
201403250420_98,D
201403260428_93,E
201403260428_97,D
201403260428_89,E
201403260428_98,D
201403270414_100,D
201403270414_93,E
201403270414_97,D
201403270414_89,D
201403270414_101,C
201403270414_98,D
201403280503_97,E
201403280503_104,D
201403280503_93,E
201403280503_102,B
201403280503_98,D
201403280503_103,C
201403290457_93,D
201403290457_107,H
201403290457_104,D
201403290457_98,H
201403290457_97,D
201403300533_100,H
201403300533_105,H
201403300533_103,D
201403300533_108,H
201403300533_104,D
201403300533_97,D
201403310438_102,C
201403310438_103,C
201403310438_97,D
201403310438_105,H
201403310438_104,D
201404010437_104,D
201404010437_105,H
201404010437_103,A
201404010437_111,H
201404020431_111,D
201404020431_109,E
201404020431_110,H
201404020431_113,H
201404020431_104,D
201404020431_112,C
201404020431_105,H
201404030658_110,H
201404030658_104,D
201404030658_111,D
201404030658_109,E
201404030658_105,C
201404030658_112,D
201404040406_116,H
201404040406_115,D
201404040406_110,D
201404040406_112,D
201404040406_105,E
201404040406_109,E
201404040406_111,D
201404040406_104,D
201404050540_110,C
201404050540_105,A
201404050540_112,B
201404050540_111,D
201404050540_104,D
201404060558_116,D
201404060558_111,H
201404060558_110,D
201404060558_112,A
201404060558_104,D
201404070823_110,C
201404070823_111,H
201404070823_116,D
201404070823_117,H
201404070823_112,B
201404070823_109,E
201404080638_118,D
201404080638_109,E
201404080638_112,H
201404080638_111,H
201404080638_116,D
201404080638_110,C
201404090724_114,H
201404090724_111,H
201404090724_116,D
201404090724_109,E
201404090724_110,H
201404090724_118,H
201404100434_110,H
201404100434_119,E
201404100434_120,B
201404110405_119,E
201404120411_119,F
201404120411_121,D
201404130509_123,H
201404130509_122,F
201404130509_121,E
201404140713_123,D
201404140713_122,F
201404140713_121,E
201404140713_124,H
201404150937_122,F
201404150937_125,A
201404150937_124,D
201404150937_123,D
201404150937_126,B
201404150937_121,E
201404160415_124,D
201404160415_123,D
201404160415_121,E
201404160415_125,H
201404160415_126,H
201404160415_128,C
201404170358_129,H
201404170358_119,E
201404170358_122,E
201404170358_127,D
201404170358_125,D
201404170358_128,H
201404170358_121,D
201404170358_124,D
201404170358_126,H
201404170358_123,E
201404180613_121,E
201404180613_127,D
201404180613_123,E
201404180613_125,H
201404180613_126,B
201404180613_130,E
201404180613_122,E
201404180613_124,D
201404180613_119,E
201404190355_125,B
201404190355_130,E
201404190355_126,H
201404190355_127,D
201404190355_122,E
201404190355_121,E
201404190355_124,D
201404190355_123,E
201404200600_127,D
201404200600_126,H
201404200600_124,C
201404200600_131,D
201404200600_123,E
201404200600_130,D
201404200600_121,E
201404200600_122,E
201404211112_131,D
201404211112_127,D
201404211112_130,D
201404211112_122,E
201404211112_132,C
201404241024_130,H
201404241024_131,D
201404241024_132,H
201404241024_127,D
201404250509_130,C
201404250509_132,D
201404250509_131,H
201404261002_130,H
201404261002_132,H
201404261002_134,A
201404270557_132,D
201404270557_136,D
201404270557_135,D
201404280532_135,D
201404280532_132,D
201404280532_136,D
201404290427_138,H
201404290427_135,D
201404290427_137,E
201404290427_132,H
201404290427_136,D
201404300408_137,E
201404300408_138,H
201404300408_135,D
201404300408_132,H
201405010658_135,E
201405010658_137,E
201405010658_138,H
201405010658_139,H
201405020347_138,H
201405020347_135,E
201405020347_139,D
201405020347_137,E
201405030423_137,E
201405030423_138,H
201405030423_139,D
201405030423_140,D
201405030423_135,E
201405040334_140,D
201405040334_137,E
201405040334_139,D
201405040334_135,E
201405040334_141,D
201405040334_138,H
201405050355_141,D
201405050355_138,H
201405050355_140,D
201405050355_137,E
201405050355_135,E
201405060429_145,H
201405060429_137,E
201405060429_143,H
201405060429_141,D
201405060429_138,H
201405060429_140,D
201405080632_147,H
201405080632_144,E
201405080632_148,H
201405080632_146,E
201405080632_140,C
201405080632_143,H
201405080632_141,D
201405090653_152,H
201405090653_153,D
201405090653_147,H
201405090653_140,C
201405090653_144,E
201405090653_149,A
201405090653_143,H
201405090653_141,D
201405090653_146,E
201405090653_148,H
201405090653_150,H
201405100707_148,H
201405100707_146,E
201405100707_151,D
201405100707_153,A
201405100707_143,C
201405100707_144,E
201405100707_141,D
201405100707_150,C
201405110327_153,H
201405110327_154,D
201405110327_148,H
201405110327_150,H
201405110327_151,D
201405110327_141,H
201405110327_144,E
201405110327_147,A
201405110327_156,H
201405110327_146,E
201405110327_155,D
201405120325_151,H
201405120325_148,D
201405120325_154,E
201405120325_150,H
201405120325_144,E
201405120325_155,D
201405120325_141,H
201405120325_146,E
201405140542_146,E
201405140542_157,H
201405140542_151,H
201405140542_150,D
201405140542_154,E
201405140542_159,D
201405140542_161,D
201405140542_144,E
201405140542_160,C
201405150356_150,H
201405150356_144,E
201405150356_157,H
201405150356_160,D
201405150356_154,E
201405150356_161,D
201405150356_146,E
201405150356_159,H
201405160356_161,D
201405160356_157,D
201405160356_146,E
201405160356_160,C
201405160356_154,E
201405160356_150,H
201405170326_150,H
201405170326_163,D
201405170326_154,H
201405170326_161,D
201405170326_162,E
201405170326_164,D
201405170326_157,H
201405180319_154,H
201405180319_160,H
201405180319_164,D
201405180319_161,D
201405180319_157,H
201405191138_165,H
201405191138_166,H
201405191138_161,H
201405191138_164,D
201405191138_167,H
201405191138_157,H
201405191138_162,H
201405200401_164,D
201405200401_161,H
201405200401_157,H
201405220521_168,D
201405220521_169,C
201405230353_169,D
201405230353_168,E
201405230353_162,D
201405230353_170,D
201405240338_170,E
201405240338_162,D
201405240338_169,D
201405240338_168,E
201405250330_169,D
201405250330_168,E
201405250330_170,E
201405260332_170,E
201405260332_168,E
201405260332_171,H
201405271252_173,H
201405271252_171,H
201405271252_170,E
201405271252_168,D
201405281234_168,H
201405281234_173,D
201405281234_170,E
201405281234_171,D
201405290405_168,H
201405290405_170,E
201405290405_173,D
201405290405_171,H
201405300306_171,D
201405300306_170,D
201405300306_176,H
201405300306_173,C
201405310519_173,H
201405310519_170,D
201405310519_171,D
201405310519_177,C
201406010409_177,D
201406010409_171,H
201406010409_178,D
201406020333_177,D
201406020333_171,H
201406020333_180,H
201406020333_178,D
201406030342_181,H
201406030342_179,C
201406030342_178,D
201406030342_177,H
201406030342_171,H
201406040318_179,D
201406040318_177,H
201406040318_182,H
201406040318_181,H
201406040318_178,D
201406050314_178,D
201406050314_183,C
201406050314_182,D
201406050314_176,D
201406050314_179,H
201406050314_177,D
201406060443_184,H
201406060443_185,A
201406060443_179,H
201406060443_183,D
201406060443_182,D
201406060443_178,D
201406070317_178,D
201406070317_179,H
201406070317_182,E
201406070317_185,D
201406070317_183,D
201406070317_186,D
201406080751_182,E
201406080751_187,D
201406080751_183,D
201406080751_186,H
201406080751_178,D
201406080751_185,E
201406080751_179,D
201406090348_183,E
201406090348_188,D
201406090348_179,D
201406090348_186,D
201406090348_178,C
201406090348_182,E
201406100401_179,D
201406100401_183,E
201406100401_188,H
201406100401_186,D
201406100401_182,E
201406110305_183,D
201406110305_190,D
201406110305_185,F
201406110305_179,D
201406110305_182,E
201406110305_191,D
201406120310_190,D
201406120310_189,E
201406120310_185,F
201406120310_193,D
201406120310_191,D
201406120310_183,D
201406120310_182,E
201406130423_191,D
201406130423_192,E
201406130423_194,D
201406130423_190,D
201406130423_-2,A
201406130423_193,C
201406130423_189,E
201406130423_183,D
201406140324_193,H
201406140324_192,E
201406140324_189,E
201406140324_191,D
201406140324_194,D
201406150321_191,D
201406150321_194,D
201406150321_189,D
201406150321_192,E
201406150321_-2,A
201406160318_191,D
201406160318_189,D
201406160318_192,E
201406170300_192,H
201406170300_194,H
201406170300_189,D
201406170300_191,D
201406180315_194,D
201406180315_192,H
201406180315_196,H
201406180315_189,D
201406180315_195,E
201406180315_199,A
201406190545_195,E
201406190545_196,H
201406190545_192,H
201406190545_189,D
201406190545_194,D
201406200304_192,H
201406200304_195,E
201406200304_189,D
201406200304_196,H
201406200304_194,D
201406210927_194,D
201406210927_192,H
201406210927_195,E
201406210927_196,D
201406220317_195,E
201406220317_196,D
201406230544_196,E
201406230544_195,E
201406240623_204,D
201406240623_201,H
201406240623_203,B
201406240623_202,H
201406250317_204,D
201406250317_195,H
201406250317_201,D
201406250317_202,H
201406260328_204,D
201406260328_202,H
201406260328_201,D
201406270308_202,H
201406270308_205,H
201406270308_204,H
201406270308_206,H
201406270308_201,C
201406280345_206,H
201406280345_202,H
201406280345_204,H
201406280345_207,D
201406280345_201,D
201406290304_207,D
201406290304_201,H
201406290304_210,D
201406290304_202,H
201406300648_209,D
201406300648_202,H
201406300648_210,D
201406300648_201,C
201406300648_207,D
201407010315_202,H
201407010315_211,D
201407010315_201,H
201407010315_207,D
201407010315_209,D
201407010315_213,D
201407010315_210,D
201407020329_201,H
201407020329_211,D
201407020329_209,D
201407020329_213,D
201407020329_214,A
201407020329_212,D
201407020329_207,D
201407030522_211,E
201407030522_210,A
201407030522_212,F
201407030522_215,D
201407030522_207,E
201407030522_209,D
201407030522_218,H
201407030522_219,D
201407030522_217,A
201407030522_213,D
201407040315_212,E
201407040315_209,D
201407040315_213,D
201407040315_219,D
201407040315_215,E
201407040315_207,D
201407040315_211,E
201407050640_219,D
201407050640_216,E
201407050640_213,D
201407050640_209,E
201407050640_207,D
201407050640_211,D
201407050640_221,H
201407050640_215,E
201407060359_223,C
201407060359_218,D
201407060359_219,D
201407060359_211,E
201407060359_212,E
201407060359_215,E
201407060359_216,E
201407060359_221,H
201407060359_224,H
201407060359_207,A
201407060359_220,D
201407060359_213,D
201407060359_209,D
201407070348_223,D
201407070348_224,A
201407070348_211,D
201407070348_212,E
201407070348_220,D
201407070348_219,D
201407070348_209,C
201407070348_215,E
201407070348_218,A
201407070348_216,E
201407070348_213,D
201407080316_226,C
201407080316_215,E
201407080316_224,D
201407080316_211,D
201407080316_219,H
201407080316_209,A
201407080316_216,E
201407080316_212,H
201407080316_220,D
201407080316_213,H
201407090415_224,D
201407090415_220,D
201407090415_213,D
201407090415_215,E
201407090415_212,H
201407090415_211,D
201407090415_216,E
201407090415_225,D
201407100520_227,D
201407100520_215,E
201407100520_220,D
201407100520_228,C
201407100520_212,H
201407100520_225,D
201407100520_216,E
201407100520_224,D
201407110307_228,E
201407110307_227,D
201407110307_215,E
201407110307_216,D
201407110307_220,D
201407120320_220,D
201407120320_216,D
201407120320_227,D
201407120320_228,H
201407130339_227,D
201407130339_220,E
201407140442_227,D
201407150318_225,D
201407150318_227,C
201407160325_225,C
201407180411_229,D
201407190403_229,D
201407190403_231,D
201407190403_230,H
201407200522_229,H
201407200522_231,D
201407200522_230,D
201407220327_233,D
201407230318_234,D
201407230318_236,H
201407230318_233,D
201407240320_233,H
201407240320_235,F
201407240320_237,D
201407240320_234,D
201407251111_234,H
201407251111_237,D
201407251111_238,H
201407260324_237,D
201407270412_237,D
201407270412_241,D
201407280447_242,D
201407280447_239,D
201407280447_240,D
201407280447_241,D
201407280447_235,D
201407280447_237,D
201407290702_241,E
201407290702_235,D
201407290702_239,H
201407290702_242,D
201407290702_240,D
201407290702_243,H
201407290702_244,H
201407300329_245,C
201407300329_235,H
201407300329_241,D
201407300329_244,D
201407300329_237,H
201407300329_243,H
201407300329_242,D
201407300329_240,H
201407310320_243,H
201407310320_246,D
201407310320_235,D
201407310320_240,H
201407310320_245,D
201407310320_241,D
201407310320_244,D
201408010312_243,H
201408010312_240,C
201408010312_247,D
201408010312_245,D
201408010312_241,E
201408010312_246,E
201408010312_235,D
201408010312_244,D
201408010312_249,H
201408020351_247,E
201408020351_243,H
201408020351_245,D
201408020351_244,D
201408020351_249,A
201408020351_240,A
201408020351_246,E
201408020351_250,D
201408030307_251,H
201408030307_243,H
201408030307_247,E
201408030307_250,D
201408030307_245,D
201408030307_246,E
201408040310_246,E
201408040310_253,H
201408040310_244,D
201408040310_252,D
201408040310_251,H
201408040310_250,D
201408040310_247,F
201408040310_245,D
201408050354_250,D
201408050354_247,E
201408050354_254,H
201408050354_246,E
201408050354_244,D
201408050354_251,H
201408050354_252,D
201408060603_244,D
201408060603_247,E
201408060603_252,D
201408060603_246,E
201408060603_243,H
201408070746_247,E
201408070746_245,D
201408070746_252,D
201408070746_257,D
201408070746_256,H
201408080320_247,E
201408080320_252,D
201408080320_258,D
201408080320_257,D
201408090318_256,H
201408090318_247,E
201408090318_252,D
201408090318_257,E
201408090318_258,D
201408100327_257,E
201408100327_256,D
201408100327_252,D
201408110425_257,E
201408110425_256,D
201408110425_259,D
201408110425_252,D
201408120309_257,E
201408120309_256,D
201408120309_261,D
201408130327_260,E
201408130327_262,H
201408130327_256,D
201408130327_257,E
201408130327_261,D
201408140332_260,E
201408140332_257,E
201408140332_263,D
201408150332_263,D
201408150332_260,E
201408150332_266,D
201408150332_257,E
201408150332_267,H
201408160321_268,H
201408160321_267,D
201408160321_266,D
201408160321_263,D
201408160321_260,E
201408170349_266,E
201408170349_263,E
201408170349_267,H
201408170349_265,H
201408170349_260,E
201408180318_266,E
201408180318_265,D
201408180318_260,E
201408180318_269,H
201408190325_266,E
201408190325_269,H
201408190325_265,D
201408190325_260,D
201408200727_269,D
201408200727_260,E
201408200727_271,E
201408200727_270,D
201408200727_266,E
201408200727_265,D
201408210323_271,E
201408210323_269,D
201408210323_270,D
201408210323_260,D
201408210323_272,A
201408210323_266,C
201408210323_265,D
201408220334_266,H
201408220334_270,H
201408220334_265,D
201408220334_269,D
201408220334_271,E
201408230740_269,D
201408230740_265,D
201408230740_273,E
201408230740_270,D
201408230740_271,E
201408230740_266,H
201408240348_269,D
201408240348_273,E
201408240348_276,C
201408240348_271,E
201408240348_270,D
201408250351_271,E
201408250351_274,C
201408250351_275,D
201408250351_273,E
201408250351_277,A
201408250351_269,E
201408260337_275,H
201408260337_271,D
201408260337_274,H
201408260337_269,D
201408270334_278,A
201408270334_274,D
201408270334_271,C
201408270334_275,H
201408270334_273,D
201408270334_269,D
201408280351_273,D
201408280351_271,C
201408280351_274,C
201408280351_279,A
201408280351_275,H
201408290626_280,D
201408290626_271,D
201408290626_281,D
201408290626_275,H
201408290626_274,H
201408301223_275,H
201408301223_282,H
201408301223_274,H
201408301223_271,D
201408301223_280,D
201408310511_275,C
201408310511_280,E
201408310511_274,H
201408310511_271,D
201408310511_281,A
201409010554_274,H
201409010554_275,H
201409010554_280,E
201409010554_281,D
201409020347_281,D
201409020347_275,H
201409020347_280,E
201409020347_284,B
201409030343_280,E
201409030343_281,D
201409030343_284,D
201409040329_281,E
201409040329_280,E
201409040329_284,D
201409050326_284,D
201409050326_285,H
201409050326_280,E
201409060632_284,H
201409060632_280,E
201409060632_290,D
201409060632_291,D
201409060632_286,D
201409060632_289,D
201409060632_287,E
201409070341_289,D
201409070341_286,D
201409070341_288,D
201409070341_290,D
201409070341_287,F
201409070341_291,H
201409080342_291,H
201409080342_290,H
201409080342_288,D
201409080342_292,D
201409090809_291,D
201409090809_284,A
201409090809_286,D
201409090809_288,E
201409090809_292,D
201409090809_294,H
201409090809_290,H
201409090809_293,D
201409100416_288,E
201409100416_291,D
201409100416_292,H
201409100416_286,D
201409100416_294,A
201409100416_295,A
201409100416_293,D
201409100416_290,H
201409111028_293,H
201409111028_286,D
201409111028_288,D
201409111028_295,D
201409111028_292,H
201409120340_295,H
201409120340_288,E
201409120340_286,A
201409120340_292,A
201409120340_293,D
201409130430_296,C
201409130430_287,E
201409130430_288,E
201409130430_286,A
201409130430_299,B
201409130430_293,H
201409130430_295,D
201409140343_300,A
201409140343_298,E
201409140343_295,E
201409140343_288,D
201409140343_293,H
201409140343_287,D
201409150358_293,H
201409150358_295,E
201409150358_298,D
201409150358_288,D
201409150358_301,H
201409160356_295,D
201409160356_302,H
201409160356_293,C
201409160356_303,H
201409160356_298,D
201409160356_296,D
201409170342_304,D
201409170342_298,D
201409170342_293,B
201409170342_296,D
201409170342_295,E
201409170342_302,H
201409170342_305,D
201409190356_307,H
201409190356_306,D
201409190356_298,D
201409190356_305,D
201409190356_302,A
201409210340_307,D
201409210340_308,E
201409210340_309,H
201409210340_306,C
201409220422_307,H
201409220422_306,C
201409220422_308,E
201409230504_308,E
201409230504_307,H
201409230504_311,E
201409230504_313,H
201409230504_310,H
201409230504_306,C
201409240727_307,H
201409240727_313,A
201409240727_306,C
201409240727_309,H
201409240727_311,F
201409250451_306,H
201409250451_315,A
201409250451_309,D
201409250451_307,H
201409250451_314,H
201409260353_307,A
201409260353_309,E
201409260353_314,A
201409270422_316,H
201409270422_309,E
201409280859_308,E
201409280859_309,E
201409280859_317,E
201409300425_314,H
201409300425_320,H
201409300425_319,H
201409300425_317,E
201409300425_321,B
201409300425_318,D
201410010404_319,H
201410010404_318,D
201410010404_320,C
201410010404_314,C
201410010404_317,E
201410020526_314,D
201410020526_321,D
201410020526_318,D
201410020526_323,H
201410020526_320,H
201410020526_317,D
201410020526_322,A
201410020526_319,H
201410030417_320,A
201410030417_317,D
201410030417_321,A
201410030417_318,D
201410030417_314,D
201410030417_323,D
201410030417_319,C
201410040441_324,H
201410040441_319,H
201410040441_322,H
201410040441_326,A
201410040441_321,D
201410040441_323,D
201410040441_318,D
201410040441_317,A
201410050506_319,A
201410050506_324,H
201410050506_317,D
201410050506_325,H
201410050506_318,D
201410050506_321,D
201410050506_323,D
201410060608_321,D
201410060608_318,D
201410060608_324,H
201410060608_327,B
201410060608_323,D
201410070415_324,H
201410070415_325,D
201410070415_318,H
201410070415_323,D
201410070415_327,C
201410080423_325,H
201410080423_323,D
201410080423_327,A
201410090510_329,C
201410090510_328,H
201410090510_327,C
201410090510_323,D
201410100421_327,A
201410100421_329,C
201410110426_329,H
201410120423_329,H
201410130426_328,H
201410130426_329,D
201410140440_329,H
201410140440_327,C
201410140440_328,D
201410140440_330,E
201410150443_335,C
201410150443_334,B
201410150443_329,D
201410150443_328,H
201410150443_336,D
201410150443_337,C
201410150443_333,C
201410150443_330,E
201410150443_327,A
201410160546_333,H
201410160546_330,E
201410160546_329,C
201410160546_337,D
201410160546_336,H
201410160546_334,H
201410170431_329,C
201410170431_330,H
201410170431_328,H
201410170431_333,A
201410170431_336,A
201410180452_330,C
201410180452_333,B
201410191028_339,D
201410191028_338,F
201410191028_330,C
201410200451_330,C
201410200451_340,A
201410200451_333,C
201410200451_339,D
201410210458_330,D
201410210458_339,D
201410220621_339,D
201410220621_341,D
201410220621_330,H
201410230455_341,D
201410230455_339,D
201410240452_333,A
201410240452_342,E
201410240452_339,D
201410240452_341,D
201410260500_342,E
201410260500_344,H
201410260500_343,C
201410260500_341,D
201410270446_342,H
201410270446_341,C
201410270446_343,D
201410270446_344,H
201410280422_344,H
201410280422_343,D
201410280422_341,H
201410280422_345,A
201410280422_342,D
201410290354_342,C
201410290354_341,H
201410290354_343,C
201410290354_344,H
201410290354_347,D
201410300435_346,D
201410300435_344,H
201410300435_350,D
201410300435_343,C
201410300435_341,H
201410300435_347,A
201410300435_342,H
201410310510_342,H
201410310510_350,C
201410310510_344,H
201410310510_346,H
201410310510_348,D
201411010918_348,H
201411010918_351,D
201411010918_344,H
201411010918_350,D
201411010918_352,D
201411010918_342,H
201411030524_348,C
201411030524_343,A
201411030524_353,D
201411030524_354,H
201411030524_350,D
201411030524_351,D
201411030524_352,D
201411040519_350,A
201411040519_352,D
201411040519_353,H
201411040519_348,D
201411040519_351,D
201411050527_351,D
201411050527_354,C
201411050527_352,D
201411050527_350,B
201411050527_353,H
201411050527_348,H
201411050527_356,D
201411060534_358,A
201411060534_355,E
201411060534_351,D
201411060534_353,C
201411060534_356,H
201411060534_357,H
201411060534_352,H
201411070540_355,F
201411070540_351,D
201411070540_360,A
201411070540_357,H
201411070540_353,C
201411080522_355,F
201411080522_351,D
201411090532_357,H
201411100532_355,E
201411100532_362,H
201411110543_364,D
201411110543_355,E
201411110543_362,H
201411120539_362,H
201411120539_355,E
201411120539_364,D
201411120539_365,H
201411130547_355,D
201411130547_362,C
201411130547_367,D
201411130547_364,D
201411130547_365,H
201411130547_366,C
201411140550_366,D
201411140550_364,D
201411140550_355,D
201411140550_367,H
201411150522_369,D
201411150522_367,H
201411150522_366,H
201411150522_364,D
201411160641_364,A
201411160641_369,D
201411170525_369,D
201411170525_364,A
201411170525_370,D
201411180855_370,D
201411180855_369,H
201411190543_369,A
201411190543_370,D
201411190543_364,B
201411200600_370,H
201411200600_371,A
201411210553_370,A
201411220552_370,A
201411220552_373,E
201411220552_371,A
201411230956_368,F
201411230956_373,H
201411240616_373,H
201411240616_368,F
201411240616_375,C
201411250800_376,H
201411250800_373,D
201411250800_378,D
201411250800_375,C
201411250800_374,E
201411260537_374,D
201411260537_373,D
201411260537_379,A
201411260537_377,H
201411260537_375,C
201411260537_378,D
201411270701_382,H
201411270701_373,D
201411270701_374,D
201411270701_377,H
201411270701_378,D
201411280547_380,E
201411280547_374,E
201411280547_378,E
201411280547_381,E
201411280547_383,D
201411280547_382,D
201411280547_377,H
201411280547_373,D
201411290734_383,C
201411290734_373,D
201411290734_374,H
201411290734_378,E
201411290734_377,H
201411290734_375,C
201411290734_381,E
201411290734_380,E
201411290734_384,C
201412010901_383,H
201412010901_385,D
201412010901_386,H
201412010901_377,H
201412010901_374,D
201412010901_380,E
201412020548_377,H
201412020548_380,D
201412020548_385,D
201412020548_386,H
201412020548_374,E
201412030603_386,B
201412030603_374,D
201412030603_385,D
201412030603_380,D
201412030603_377,H
201412040555_385,D
201412040555_388,D
201412040555_377,H
201412040555_380,H
201412050955_381,E
201412060555_381,C
201412070711_392,A
201412080836_390,A
201412090618_395,H
201412090618_390,D
201412100607_390,D
201412100607_396,D
201412100607_394,E
201412110554_394,D
201412110554_387,D
201412110554_390,D
201412110554_397,H
201412110554_396,D
201412120806_397,H
201412120806_387,H
201412120806_390,D
201412120806_394,C
201412120806_396,D
201412140802_394,B
201412140802_397,H
201412140802_396,D
201412140802_398,F
201412140802_399,H
201412140802_401,D
201412140802_390,D
201412150912_402,E
201412150912_396,H
201412150912_401,D
201412150912_397,D
201412150912_403,H
201412150912_390,D
201412150912_399,D
201412160554_402,E
201412160554_399,H
201412160554_403,D
201412160554_401,D
201412160554_397,C
201412170603_402,E
201412170603_397,C
201412170603_401,D
201412170603_404,H
201412170603_399,D
201412170603_403,D
201412181023_397,C
201412181023_403,C
201412181023_401,C
201412181023_404,C
201412181023_399,H
201412181023_405,H
201412200844_402,E
201412200844_401,D
201412200844_406,D
201412200844_399,H
201412200844_403,C
201412210604_406,D
201412210604_401,B
201412210604_398,F
201412210604_399,H
201412210604_408,A
201412210604_403,H
201412210604_402,E
201412220601_406,D
201412220601_402,E
201412220601_407,C
201412220601_399,H
201412220601_403,H
201412230609_406,D
201412230609_402,E
201412230609_407,D
201412240726_410,H
201412240726_407,A
201412240726_406,D
201412240726_409,H
201412250616_411,H
201412250616_409,H
201412250616_410,H
201412250616_412,D
201412250616_407,H
201412250616_406,D
201412260632_413,D
201412260632_406,B
201412260632_410,H
201412260632_414,A
201412260632_407,A
201412260632_412,D
201412260632_409,H
201412260632_411,D
201412270856_413,D
201412270856_412,D
201412270856_411,D
201412270856_410,H
201412270856_415,C
201412270856_406,C
201412270856_409,H
201412280710_416,C
201412280710_413,D
201412280710_409,H
201412280710_411,C
201412280710_410,C
201412291004_416,D
201412291004_409,H
201412291004_417,H
201412291004_411,C
201412291004_410,B
201412300657_417,C
201412300657_411,C
201412300657_418,C
201412300657_414,A
201412300657_416,D
201412300657_409,H
201412310838_409,H
201412310838_411,H
201412310838_420,C
201412310838_421,A
201412310838_417,H
201412310838_416,E
201501010622_416,E
201501010622_409,H
201501010622_417,H
201501010622_411,H
201501010622_420,H
201501010622_1,A
201501020606_420,H
201501020606_411,H
201501020606_1,C
201501020606_417,H
201501020606_416,E
201501030617_411,H
201501030617_1,H
201501030617_416,D
201501030617_417,D
201501040654_416,D
201501040654_417,H
201501040654_2,D
201501050622_2,D
201501050622_417,H
201501050622_416,C
201501070900_2,D
201501070900_3,D
201501070900_417,A
201501080822_3,D
201501080822_2,D
201501080822_-2,A
201501090617_4,E
201501090617_6,D
201501090617_3,D
201501090617_2,H
201501110606_9,H
201501110606_3,E
201501110606_4,A
201501110606_7,H
201501110606_2,E
201501110606_5,E
201501110606_6,D
201501110606_8,D
201501131051_7,H
201501131051_6,D
201501131051_5,E
201501131051_8,D
201501140600_8,H
201501140600_6,D
201501140600_10,D
201501140600_7,H
201501140600_5,E
201501150609_7,H
201501150609_11,A
201501150609_5,D
201501170556_5,D
